stop_id,feature_type,feature_name
577,6000,Pavement at front door
577,6000,Lighting at stop
577,6000,Sidewalk at stop
577,6000,Traffic signal
580,6000,Lighting at stop
581,6000,Lighting at stop
583,6000,Lighting at stop
584,6000,Lighting at stop
593,6000,Pavement at back door
593,6000,Curb ramp near stop
593,6000,Pavement at front door
593,6000,Lighting at stop
593,6000,Sidewalk at stop
596,6000,Schedule display
596,6000,Crosswalk near stop
596,6000,Traffic signal
597,6000,Pavement at back door
597,6000,Schedule display
597,6000,Curb ramp near stop
597,6000,Pavement at front door
597,6000,Lighting at stop
597,6000,Sidewalk at stop
598,6000,Schedule display
598,6000,Lighting at stop
599,6000,Schedule display
599,6000,Lighting at stop
600,6000,Schedule display
605,6000,Pavement at back door
605,6000,Schedule display
605,6000,Crosswalk near stop
605,6000,Curb ramp near stop
605,6000,Pavement at front door
605,6000,Lighting at stop
605,6000,Sidewalk at stop
605,6000,Telephone near stop
605,6000,Traffic signal
607,6000,Pavement at back door
607,6000,Schedule display
607,6000,Crosswalk near stop
607,6000,Curb ramp near stop
607,6000,Pavement at front door
607,6000,Lighting at stop
607,6000,Sidewalk at stop
607,6000,Garbage Can
607,6000,Telephone near stop
607,6000,Traffic signal
611,6000,Pavement at back door
611,6000,Schedule display
611,6000,Crosswalk near stop
611,6000,Curb ramp near stop
611,6000,Pavement at front door
611,6000,Lighting at stop
611,6000,Sidewalk at stop
611,6000,Traffic signal
614,6000,Pavement at back door
614,6000,Schedule display
614,6000,Bench near stop
614,6000,Crosswalk near stop
614,6000,Curb ramp near stop
614,6000,Pavement at front door
614,6000,Lighting at stop
614,6000,Sidewalk at stop
614,6000,Traffic signal
616,6000,Pavement at back door
616,6000,Crosswalk near stop
616,6000,Curb ramp near stop
616,6000,Pavement at front door
616,6000,Lighting at stop
616,6000,Sidewalk at stop
616,6000,Telephone near stop
616,6000,Traffic signal
622,6000,Pavement at back door
622,6000,Schedule display
622,6000,Bench near stop
622,6000,Crosswalk near stop
622,6000,Curb ramp near stop
622,6000,Pavement at front door
622,6000,Lighting at stop
622,6000,Shelter
622,6000,Sidewalk at stop
622,6000,Traffic signal
625,6000,Pavement at back door
625,6000,Bench near stop
625,6000,Curb ramp near stop
625,6000,Pavement at front door
625,6000,Lighting at stop
625,6000,Shelter
625,6000,Sidewalk at stop
627,6000,Pavement at back door
627,6000,Schedule display
627,6000,Bench near stop
627,6000,Crosswalk near stop
627,6000,Curb ramp near stop
627,6000,Pavement at front door
627,6000,Lighting at stop
627,6000,Sidewalk at stop
627,6000,Traffic signal
629,6000,Pavement at back door
629,6000,Schedule display
629,6000,Bench near stop
629,6000,Bench near stop
629,6000,Crosswalk near stop
629,6000,Curb ramp near stop
629,6000,Pavement at front door
629,6000,Lighting at stop
629,6000,Shelter
629,6000,Sidewalk at stop
629,6000,Garbage Can
629,6000,Traffic signal
631,6000,Pavement at back door
631,6000,Schedule display
631,6000,Bench near stop
631,6000,Bench near stop
631,6000,Crosswalk near stop
631,6000,Curb ramp near stop
631,6000,Pavement at front door
631,6000,Lighting at stop
631,6000,Sidewalk at stop
631,6000,Telephone near stop
631,6000,Traffic signal
633,6000,Pavement at back door
633,6000,Schedule display
633,6000,Bench near stop
633,6000,Curb ramp near stop
633,6000,Pavement at front door
633,6000,Lighting at stop
633,6000,Sidewalk at stop
634,6000,Schedule display
634,6000,Bench near stop
634,6000,Crosswalk near stop
634,6000,Curb ramp near stop
634,6000,Pavement at front door
634,6000,Lighting at stop
634,6000,Lighting at stop
634,6000,Shelter
634,6000,Sidewalk at stop
634,6000,Garbage Can
634,6000,Telephone near stop
634,6000,Traffic signal
635,6000,Pavement at back door
635,6000,Schedule display
635,6000,Bench near stop
635,6000,Bench near stop
635,6000,Crosswalk near stop
635,6000,Curb ramp near stop
635,6000,Pavement at front door
635,6000,Lighting at stop
635,6000,Shelter
635,6000,Sidewalk at stop
635,6000,Garbage Can
635,6000,Telephone near stop
635,6000,Traffic signal
636,6000,Pavement at back door
636,6000,Schedule display
636,6000,Bench near stop
636,6000,Curb ramp near stop
636,6000,Pavement at front door
636,6000,Lighting at stop
636,6000,Sidewalk at stop
637,6000,Pavement at back door
637,6000,Schedule display
637,6000,Bench near stop
637,6000,Curb ramp near stop
637,6000,Pavement at front door
637,6000,Lighting at stop
637,6000,Lighting at stop
637,6000,Shelter
637,6000,Sidewalk at stop
638,6000,Pavement at back door
638,6000,Schedule display
638,6000,Bench near stop
638,6000,Bench near stop
638,6000,Crosswalk near stop
638,6000,Curb ramp near stop
638,6000,Pavement at front door
638,6000,Lighting at stop
638,6000,Lighting at stop
638,6000,Shelter
638,6000,Sidewalk at stop
638,6000,Garbage Can
638,6000,Telephone near stop
638,6000,Traffic signal
639,6000,Pavement at back door
639,6000,Schedule display
639,6000,Bench near stop
639,6000,Crosswalk near stop
639,6000,Curb ramp near stop
639,6000,Pavement at front door
639,6000,Lighting at stop
639,6000,Lighting at stop
639,6000,Shelter
639,6000,Sidewalk at stop
639,6000,Telephone near stop
639,6000,Traffic signal
642,6000,Pavement at back door
642,6000,Schedule display
642,6000,Bench near stop
642,6000,Crosswalk near stop
642,6000,Curb ramp near stop
642,6000,Pavement at front door
642,6000,Lighting at stop
642,6000,Protection from the weather
642,6000,Sidewalk at stop
642,6000,Telephone near stop
642,6000,Traffic signal
644,6000,Pavement at back door
644,6000,Schedule display
644,6000,Bench near stop
644,6000,Bench near stop
644,6000,Crosswalk near stop
644,6000,Curb ramp near stop
644,6000,Pavement at front door
644,6000,Lighting at stop
644,6000,Shelter
644,6000,Sidewalk at stop
644,6000,Garbage Can
644,6000,Telephone near stop
644,6000,Traffic signal
646,6000,Pavement at back door
646,6000,Bench near stop
646,6000,Pavement at front door
646,6000,Lighting at stop
646,6000,Sidewalk at stop
646,6000,Telephone near stop
647,6000,Pavement at back door
647,6000,Bike rack at stop
647,6000,Curb ramp near stop
647,6000,Pavement at front door
647,6000,Lighting at stop
647,6000,Protection from the weather
647,6000,Sidewalk at stop
647,6000,Telephone near stop
648,6000,Pavement at back door
648,6000,Schedule display
648,6000,Bench near stop
648,6000,Crosswalk near stop
648,6000,Curb ramp near stop
648,6000,Pavement at front door
648,6000,Lighting at stop
648,6000,Sidewalk at stop
648,6000,Telephone near stop
648,6000,Traffic signal
649,6000,Pavement at back door
649,6000,Schedule display
649,6000,Bench near stop
649,6000,Crosswalk near stop
649,6000,Curb ramp near stop
649,6000,Pavement at front door
649,6000,Lighting at stop
649,6000,Lighting at stop
649,6000,Shelter
649,6000,Sidewalk at stop
649,6000,Garbage Can
649,6000,Telephone near stop
649,6000,Traffic signal
650,6000,Pavement at back door
650,6000,Schedule display
650,6000,Bench near stop
650,6000,Crosswalk near stop
650,6000,Curb ramp near stop
650,6000,Pavement at front door
650,6000,Lighting at stop
650,6000,Lighting at stop
650,6000,Shelter
650,6000,Sidewalk at stop
651,6000,Pavement at back door
651,6000,Schedule display
651,6000,Bench near stop
651,6000,Crosswalk near stop
651,6000,Curb ramp near stop
651,6000,Pavement at front door
651,6000,Lighting at stop
651,6000,Lighting at stop
651,6000,Shelter
651,6000,Sidewalk at stop
653,6000,Schedule display
653,6000,Lighting at stop
653,6000,Sidewalk at stop
654,6000,Pavement at back door
654,6000,Schedule display
654,6000,Bench near stop
654,6000,Crosswalk near stop
654,6000,Curb ramp near stop
654,6000,Pavement at front door
654,6000,Lighting at stop
654,6000,Sidewalk at stop
654,6000,Traffic signal
655,6000,Pavement at back door
655,6000,Schedule display
655,6000,Crosswalk near stop
655,6000,Curb ramp near stop
655,6000,Pavement at front door
655,6000,Lighting at stop
655,6000,Protection from the weather
655,6000,Sidewalk at stop
655,6000,Telephone near stop
655,6000,Traffic signal
656,6000,Pavement at back door
656,6000,Schedule display
656,6000,Bench near stop
656,6000,Bench near stop
656,6000,Crosswalk near stop
656,6000,Curb ramp near stop
656,6000,Pavement at front door
656,6000,Lighting at stop
656,6000,Shelter
656,6000,Sidewalk at stop
656,6000,Garbage Can
656,6000,Telephone near stop
656,6000,Traffic signal
663,6000,Schedule display
664,6000,Lighting at stop
665,6000,Crosswalk near stop
665,6000,Lighting at stop
665,6000,Telephone near stop
667,6000,Schedule display
667,6000,Lighting at stop
667,6000,Sidewalk at stop
668,6000,Lighting at stop
669,6000,Schedule display
669,6000,Sidewalk at stop
672,6000,Crosswalk near stop
672,6000,Curb ramp near stop
672,6000,Pavement at front door
672,6000,Garbage Can
672,6000,Traffic signal
682,6000,Schedule display
682,6000,Lighting at stop
685,6000,Schedule display
686,6000,Schedule display
687,6000,Schedule display
687,6000,Lighting at stop
689,6000,Pavement at back door
689,6000,Schedule display
689,6000,Bench near stop
689,6000,Pavement at front door
689,6000,Lighting at stop
689,6000,Lighting at stop
689,6000,Sidewalk at stop
690,6000,Schedule display
691,6000,Schedule display
696,6000,Pavement at back door
696,6000,Schedule display
696,6000,Pavement at front door
696,6000,Lighting at stop
696,6000,Sidewalk at stop
697,6000,Pavement at back door
697,6000,Schedule display
697,6000,Bench near stop
697,6000,Pavement at front door
697,6000,Lighting at stop
697,6000,Shelter
697,6000,Sidewalk at stop
701,6000,Schedule display
701,6000,Curb ramp near stop
701,6000,Lighting at stop
701,6000,Sidewalk at stop
702,6000,Pavement at back door
702,6000,Schedule display
702,6000,Curb ramp near stop
702,6000,Pavement at front door
702,6000,Lighting at stop
702,6000,Sidewalk at stop
704,6000,Pavement at back door
704,6000,Schedule display
704,6000,Bench near stop
704,6000,Bench near stop
704,6000,Crosswalk near stop
704,6000,Curb ramp near stop
704,6000,Pavement at front door
704,6000,Lighting at stop
704,6000,Lighting at stop
704,6000,Shelter
704,6000,Sidewalk at stop
704,6000,Garbage Can
704,6000,Telephone near stop
704,6000,Traffic signal
706,6000,Schedule display
706,6000,Lighting at stop
707,6000,Schedule display
707,6000,Lighting at stop
710,6000,Schedule display
710,6000,Curb ramp near stop
710,6000,Lighting at stop
710,6000,Sidewalk at stop
711,6000,Schedule display
711,6000,Curb ramp near stop
711,6000,Lighting at stop
711,6000,Sidewalk at stop
712,6000,Pavement at back door
712,6000,Schedule display
712,6000,Bench near stop
712,6000,Curb ramp near stop
712,6000,Pavement at front door
712,6000,Sidewalk at stop
713,6000,Pavement at back door
713,6000,Schedule display
713,6000,Crosswalk near stop
713,6000,Curb ramp near stop
713,6000,Pavement at front door
713,6000,Sidewalk at stop
713,6000,Traffic signal
715,6000,Pavement at back door
715,6000,Schedule display
715,6000,Bench near stop
715,6000,Crosswalk near stop
715,6000,Curb ramp near stop
715,6000,Pavement at front door
715,6000,Lighting at stop
715,6000,Sidewalk at stop
716,6000,Pavement at back door
716,6000,Schedule display
716,6000,Bench near stop
716,6000,Crosswalk near stop
716,6000,Curb ramp near stop
716,6000,Pavement at front door
716,6000,Lighting at stop
716,6000,Sidewalk at stop
716,6000,Telephone near stop
718,6000,Pavement at back door
718,6000,Schedule display
718,6000,Bench near stop
718,6000,Curb ramp near stop
718,6000,Pavement at front door
718,6000,Lighting at stop
718,6000,Shelter
718,6000,Sidewalk at stop
718,6000,Garbage Can
718,6000,Telephone near stop
723,6000,Pavement at back door
723,6000,Schedule display
723,6000,Bench near stop
723,6000,Crosswalk near stop
723,6000,Curb ramp near stop
723,6000,Pavement at front door
723,6000,Lighting at stop
723,6000,Sidewalk at stop
725,6000,Pavement at back door
725,6000,Crosswalk near stop
725,6000,Curb ramp near stop
725,6000,Pavement at front door
725,6000,Lighting at stop
725,6000,Sidewalk at stop
725,6000,Traffic signal
726,6000,Pavement at back door
726,6000,Bench near stop
726,6000,Crosswalk near stop
726,6000,Curb ramp near stop
726,6000,Pavement at front door
726,6000,Lighting at stop
726,6000,Sidewalk at stop
730,6000,Pavement at back door
730,6000,Bench near stop
730,6000,Curb ramp near stop
730,6000,Pavement at front door
730,6000,Lighting at stop
730,6000,Lighting at stop
730,6000,Shelter
730,6000,Sidewalk at stop
730,6000,Telephone near stop
735,6000,Pavement at back door
735,6000,Schedule display
735,6000,Crosswalk near stop
735,6000,Curb ramp near stop
735,6000,Pavement at front door
735,6000,Lighting at stop
735,6000,Sidewalk at stop
735,6000,Garbage Can
735,6000,Telephone near stop
735,6000,Traffic signal
740,6000,Bench near stop
740,6000,Crosswalk near stop
740,6000,Curb ramp near stop
740,6000,Pavement at front door
740,6000,Lighting at stop
740,6000,Shelter
740,6000,Sidewalk at stop
740,6000,Garbage Can
740,6000,Telephone near stop
740,6000,Traffic signal
742,6000,Pavement at back door
742,6000,Schedule display
742,6000,Bench near stop
742,6000,Crosswalk near stop
742,6000,Curb ramp near stop
742,6000,Pavement at front door
742,6000,Lighting at stop
742,6000,Protection from the weather
742,6000,Sidewalk at stop
747,6000,Pavement at back door
747,6000,Schedule display
747,6000,Curb ramp near stop
747,6000,Pavement at front door
747,6000,Lighting at stop
747,6000,Sidewalk at stop
747,6000,Telephone near stop
749,6000,Pavement at back door
749,6000,Schedule display
749,6000,Bench near stop
749,6000,Crosswalk near stop
749,6000,Curb ramp near stop
749,6000,Pavement at front door
749,6000,Lighting at stop
749,6000,Shelter
749,6000,Sidewalk at stop
749,6000,Garbage Can
749,6000,Telephone near stop
749,6000,Traffic signal
755,6000,Pavement at back door
755,6000,Schedule display
755,6000,Crosswalk near stop
755,6000,Curb ramp near stop
755,6000,Pavement at front door
755,6000,Lighting at stop
755,6000,Sidewalk at stop
755,6000,Garbage Can
755,6000,Traffic signal
759,6000,Pavement at back door
759,6000,Crosswalk near stop
759,6000,Curb ramp near stop
759,6000,Pavement at front door
759,6000,Lighting at stop
759,6000,Sidewalk at stop
760,6000,Pavement at back door
760,6000,Schedule display
760,6000,Bench near stop
760,6000,Crosswalk near stop
760,6000,Curb ramp near stop
760,6000,Pavement at front door
760,6000,Lighting at stop
760,6000,Lighting at stop
760,6000,Shelter
760,6000,Sidewalk at stop
760,6000,Garbage Can
763,6000,Pavement at back door
763,6000,Schedule display
763,6000,Bike rack at stop
763,6000,Bench near stop
763,6000,Bench near stop
763,6000,Crosswalk near stop
763,6000,Curb ramp near stop
763,6000,Pavement at front door
763,6000,Lighting at stop
763,6000,Shelter
763,6000,Sidewalk at stop
763,6000,Telephone near stop
763,6000,Traffic signal
764,6000,Pavement at back door
764,6000,Schedule display
764,6000,Bench near stop
764,6000,Bench near stop
764,6000,Crosswalk near stop
764,6000,Curb ramp near stop
764,6000,Pavement at front door
764,6000,Lighting at stop
764,6000,Lighting at stop
764,6000,Shelter
764,6000,Sidewalk at stop
764,6000,Garbage Can
764,6000,Telephone near stop
764,6000,Traffic signal
768,6000,Pavement at back door
768,6000,Schedule display
768,6000,Bench near stop
768,6000,Crosswalk near stop
768,6000,Pavement at front door
768,6000,Lighting at stop
768,6000,Sidewalk at stop
768,6000,Garbage Can
768,6000,Telephone near stop
768,6000,Traffic signal
769,6000,Pavement at back door
769,6000,Schedule display
769,6000,Bench near stop
769,6000,Crosswalk near stop
769,6000,Pavement at front door
769,6000,Lighting at stop
769,6000,Sidewalk at stop
769,6000,Garbage Can
769,6000,Telephone near stop
769,6000,Traffic signal
770,6000,Schedule display
770,6000,Bench near stop
770,6000,Crosswalk near stop
770,6000,Curb ramp near stop
770,6000,Pavement at front door
770,6000,Lighting at stop
770,6000,Lighting at stop
770,6000,Shelter
770,6000,Sidewalk at stop
770,6000,Traffic signal
771,6000,Schedule display
771,6000,Bench near stop
771,6000,Crosswalk near stop
771,6000,Curb ramp near stop
771,6000,Pavement at front door
771,6000,Lighting at stop
771,6000,Shelter
771,6000,Sidewalk at stop
771,6000,Traffic signal
774,6000,Schedule display
774,6000,Pavement at front door
774,6000,Lighting at stop
774,6000,Sidewalk at stop
775,6000,Schedule display
775,6000,Pavement at front door
775,6000,Lighting at stop
775,6000,Sidewalk at stop
776,6000,Schedule display
776,6000,Curb ramp near stop
776,6000,Lighting at stop
776,6000,Sidewalk at stop
777,6000,Pavement at back door
777,6000,Schedule display
777,6000,Curb ramp near stop
777,6000,Pavement at front door
777,6000,Lighting at stop
777,6000,Sidewalk at stop
778,6000,Pavement at back door
778,6000,Schedule display
778,6000,Bench near stop
778,6000,Crosswalk near stop
778,6000,Curb ramp near stop
778,6000,Pavement at front door
778,6000,Lighting at stop
778,6000,Sidewalk at stop
778,6000,Telephone near stop
778,6000,Traffic signal
779,6000,Pavement at back door
779,6000,Schedule display
779,6000,Crosswalk near stop
779,6000,Curb ramp near stop
779,6000,Pavement at front door
779,6000,Lighting at stop
779,6000,Lighting at stop
779,6000,Sidewalk at stop
779,6000,Telephone near stop
779,6000,Traffic signal
780,6000,Schedule display
780,6000,Lighting at stop
781,6000,Schedule display
782,6000,Pavement at back door
782,6000,Schedule display
782,6000,Bench near stop
782,6000,Bench near stop
782,6000,Pavement at front door
782,6000,Lighting at stop
782,6000,Shelter
782,6000,Sidewalk at stop
785,6000,Schedule display
785,6000,Bench near stop
785,6000,Curb ramp near stop
785,6000,Pavement at front door
785,6000,Lighting at stop
785,6000,Lighting at stop
785,6000,Shelter
785,6000,Sidewalk at stop
786,6000,Schedule display
786,6000,Curb ramp near stop
786,6000,Pavement at front door
786,6000,Lighting at stop
786,6000,Sidewalk at stop
787,6000,Pavement at back door
787,6000,Schedule display
787,6000,Bench near stop
787,6000,Crosswalk near stop
787,6000,Curb ramp near stop
787,6000,Pavement at front door
787,6000,Lighting at stop
787,6000,Sidewalk at stop
787,6000,Telephone near stop
787,6000,Traffic signal
788,6000,Pavement at back door
788,6000,Schedule display
788,6000,Crosswalk near stop
788,6000,Curb ramp near stop
788,6000,Pavement at front door
788,6000,Lighting at stop
788,6000,Sidewalk at stop
788,6000,Telephone near stop
788,6000,Traffic signal
791,6000,Pavement at back door
791,6000,Schedule display
791,6000,Curb ramp near stop
791,6000,Pavement at front door
791,6000,Lighting at stop
791,6000,Sidewalk at stop
792,6000,Pavement at back door
792,6000,Schedule display
792,6000,Schedule display
792,6000,Bench near stop
792,6000,Crosswalk near stop
792,6000,Curb ramp near stop
792,6000,Pavement at front door
792,6000,Lighting at stop
792,6000,Lighting at stop
792,6000,Shelter
792,6000,Sidewalk at stop
792,6000,Traffic signal
793,6000,Pavement at back door
793,6000,Schedule display
793,6000,Bench near stop
793,6000,Crosswalk near stop
793,6000,Curb ramp near stop
793,6000,Pavement at front door
793,6000,Lighting at stop
793,6000,Sidewalk at stop
793,6000,Telephone near stop
793,6000,Traffic signal
794,6000,Pavement at back door
794,6000,Schedule display
794,6000,Bench near stop
794,6000,Crosswalk near stop
794,6000,Curb ramp near stop
794,6000,Pavement at front door
794,6000,Lighting at stop
794,6000,Lighting at stop
794,6000,Shelter
794,6000,Sidewalk at stop
794,6000,Traffic signal
796,6000,Curb ramp near stop
796,6000,Lighting at stop
796,6000,Sidewalk at stop
799,6000,Schedule display
799,6000,Pavement at front door
799,6000,Lighting at stop
799,6000,Sidewalk at stop
800,6000,Schedule display
800,6000,Curb ramp near stop
800,6000,Pavement at front door
800,6000,Sidewalk at stop
801,6000,Pavement at back door
801,6000,Schedule display
801,6000,Curb ramp near stop
801,6000,Pavement at front door
801,6000,Lighting at stop
801,6000,Sidewalk at stop
806,6000,Pavement at back door
806,6000,Schedule display
806,6000,Curb ramp near stop
806,6000,Pavement at front door
806,6000,Lighting at stop
806,6000,Sidewalk at stop
807,6000,Pavement at back door
807,6000,Schedule display
807,6000,Curb ramp near stop
807,6000,Pavement at front door
807,6000,Lighting at stop
807,6000,Sidewalk at stop
808,6000,Pavement at back door
808,6000,Schedule display
808,6000,Curb ramp near stop
808,6000,Pavement at front door
808,6000,Lighting at stop
808,6000,Sidewalk at stop
809,6000,Pavement at back door
809,6000,Schedule display
809,6000,Curb ramp near stop
809,6000,Pavement at front door
809,6000,Lighting at stop
809,6000,Sidewalk at stop
811,6000,Pavement at back door
811,6000,Schedule display
811,6000,Bench near stop
811,6000,Curb ramp near stop
811,6000,Pavement at front door
811,6000,Lighting at stop
811,6000,Shelter
811,6000,Sidewalk at stop
812,6000,Pavement at back door
812,6000,Schedule display
812,6000,Curb ramp near stop
812,6000,Pavement at front door
812,6000,Lighting at stop
812,6000,Sidewalk at stop
813,6000,Pavement at back door
813,6000,Schedule display
813,6000,Bench near stop
813,6000,Bench near stop
813,6000,Crosswalk near stop
813,6000,Curb ramp near stop
813,6000,Pavement at front door
813,6000,Lighting at stop
813,6000,Shelter
813,6000,Sidewalk at stop
813,6000,Telephone near stop
813,6000,Traffic signal
814,6000,Pavement at back door
814,6000,Schedule display
814,6000,Bench near stop
814,6000,Bench near stop
814,6000,Crosswalk near stop
814,6000,Curb ramp near stop
814,6000,Pavement at front door
814,6000,Lighting at stop
814,6000,Shelter
814,6000,Sidewalk at stop
814,6000,Garbage Can
814,6000,Telephone near stop
814,6000,Traffic signal
817,6000,Schedule display
817,6000,Pavement at front door
817,6000,Lighting at stop
817,6000,Sidewalk at stop
818,6000,Schedule display
818,6000,Curb ramp near stop
818,6000,Pavement at front door
818,6000,Lighting at stop
818,6000,Sidewalk at stop
820,6000,Pavement at back door
820,6000,Schedule display
820,6000,Bench near stop
820,6000,Crosswalk near stop
820,6000,Curb ramp near stop
820,6000,Pavement at front door
820,6000,Lighting at stop
820,6000,Shelter
820,6000,Sidewalk at stop
820,6000,Garbage Can
820,6000,Telephone near stop
820,6000,Traffic signal
822,6000,Pavement at back door
822,6000,Schedule display
822,6000,Pavement at front door
822,6000,Sidewalk at stop
823,6000,Pavement at back door
823,6000,Schedule display
823,6000,Curb ramp near stop
823,6000,Pavement at front door
823,6000,Sidewalk at stop
830,6000,Pavement at back door
830,6000,Schedule display
830,6000,Pavement at front door
830,6000,Lighting at stop
830,6000,Sidewalk at stop
831,6000,Pavement at back door
831,6000,Crosswalk near stop
831,6000,Curb ramp near stop
831,6000,Pavement at front door
831,6000,Lighting at stop
831,6000,Sidewalk at stop
831,6000,Traffic signal
832,6000,Pavement at back door
832,6000,Schedule display
832,6000,Crosswalk near stop
832,6000,Curb ramp near stop
832,6000,Pavement at front door
832,6000,Sidewalk at stop
833,6000,Pavement at back door
833,6000,Schedule display
833,6000,Curb ramp near stop
833,6000,Pavement at front door
833,6000,Sidewalk at stop
836,6000,Pavement at back door
836,6000,Schedule display
836,6000,Curb ramp near stop
836,6000,Pavement at front door
836,6000,Lighting at stop
836,6000,Sidewalk at stop
837,6000,Pavement at back door
837,6000,Schedule display
837,6000,Curb ramp near stop
837,6000,Pavement at front door
837,6000,Lighting at stop
837,6000,Sidewalk at stop
838,6000,Pavement at back door
838,6000,Schedule display
838,6000,Bench near stop
838,6000,Crosswalk near stop
838,6000,Curb ramp near stop
838,6000,Pavement at front door
838,6000,Lighting at stop
838,6000,Shelter
838,6000,Sidewalk at stop
838,6000,Garbage Can
838,6000,Traffic signal
839,6000,Pavement at back door
839,6000,Schedule display
839,6000,Crosswalk near stop
839,6000,Curb ramp near stop
839,6000,Pavement at front door
839,6000,Lighting at stop
839,6000,Protection from the weather
839,6000,Sidewalk at stop
839,6000,Garbage Can
839,6000,Traffic signal
843,6000,Schedule display
843,6000,Curb ramp near stop
843,6000,Lighting at stop
843,6000,Sidewalk at stop
844,6000,Schedule display
844,6000,Lighting at stop
844,6000,Sidewalk at stop
845,6000,Pavement at back door
845,6000,Schedule display
845,6000,Bench near stop
845,6000,Crosswalk near stop
845,6000,Curb ramp near stop
845,6000,Pavement at front door
845,6000,Lighting at stop
845,6000,Sidewalk at stop
845,6000,Garbage Can
845,6000,Traffic signal
846,6000,Schedule display
846,6000,Curb ramp near stop
846,6000,Pavement at front door
846,6000,Lighting at stop
846,6000,Sidewalk at stop
847,6000,Schedule display
847,6000,Bench near stop
847,6000,Curb ramp near stop
847,6000,Lighting at stop
847,6000,Sidewalk at stop
848,6000,Schedule display
848,6000,Curb ramp near stop
848,6000,Pavement at front door
848,6000,Lighting at stop
848,6000,Sidewalk at stop
852,6000,Pavement at back door
852,6000,Schedule display
852,6000,Curb ramp near stop
852,6000,Pavement at front door
852,6000,Sidewalk at stop
853,6000,Pavement at back door
853,6000,Schedule display
853,6000,Curb ramp near stop
853,6000,Pavement at front door
853,6000,Lighting at stop
853,6000,Sidewalk at stop
855,6000,Pavement at back door
855,6000,Schedule display
855,6000,Crosswalk near stop
855,6000,Curb ramp near stop
855,6000,Pavement at front door
855,6000,Lighting at stop
855,6000,Sidewalk at stop
855,6000,Traffic signal
858,6000,Pavement at back door
858,6000,Schedule display
858,6000,Crosswalk near stop
858,6000,Curb ramp near stop
858,6000,Pavement at front door
858,6000,Sidewalk at stop
859,6000,Pavement at back door
859,6000,Schedule display
859,6000,Curb ramp near stop
859,6000,Pavement at front door
859,6000,Lighting at stop
859,6000,Sidewalk at stop
860,6000,Sidewalk at stop
861,6000,Schedule display
861,6000,Lighting at stop
862,6000,Schedule display
862,6000,Lighting at stop
863,6000,Schedule display
863,6000,Lighting at stop
865,6000,Schedule display
865,6000,Lighting at stop
868,6000,Pavement at back door
868,6000,Bench near stop
868,6000,Crosswalk near stop
868,6000,Curb ramp near stop
868,6000,Pavement at front door
868,6000,Lighting at stop
868,6000,Shelter
868,6000,Sidewalk at stop
868,6000,Garbage Can
870,6000,Schedule display
870,6000,Pavement at front door
870,6000,Lighting at stop
870,6000,Telephone near stop
871,6000,Pavement at back door
871,6000,Schedule display
871,6000,Bench near stop
871,6000,Crosswalk near stop
871,6000,Curb ramp near stop
871,6000,Pavement at front door
871,6000,Shelter
871,6000,Sidewalk at stop
871,6000,Garbage Can
882,6000,Schedule display
883,6000,Pavement at back door
883,6000,Schedule display
883,6000,Pavement at front door
883,6000,Sidewalk at stop
885,6000,Schedule display
890,6000,Pavement at back door
890,6000,Schedule display
890,6000,Bench near stop
890,6000,Curb ramp near stop
890,6000,Pavement at front door
890,6000,Lighting at stop
890,6000,Sidewalk at stop
892,6000,Schedule display
892,6000,Bench near stop
893,6000,Schedule display
894,6000,Pavement at back door
894,6000,Schedule display
894,6000,Bench near stop
894,6000,Crosswalk near stop
894,6000,Curb ramp near stop
894,6000,Pavement at front door
894,6000,Shelter
894,6000,Sidewalk at stop
894,6000,Traffic signal
895,6000,Pavement at back door
895,6000,Schedule display
895,6000,Bench near stop
895,6000,Pavement at front door
895,6000,Sidewalk at stop
898,6000,Pavement at back door
898,6000,Schedule display
898,6000,Bench near stop
898,6000,Crosswalk near stop
898,6000,Pavement at front door
898,6000,Sidewalk at stop
899,6000,Schedule display
899,6000,Crosswalk near stop
899,6000,Curb ramp near stop
899,6000,Pavement at front door
899,6000,Traffic signal
904,6000,Schedule display
904,6000,Bench near stop
906,6000,Pavement at back door
906,6000,Schedule display
906,6000,Crosswalk near stop
906,6000,Curb ramp near stop
906,6000,Pavement at front door
906,6000,Sidewalk at stop
906,6000,Traffic signal
907,6000,Schedule display
907,6000,Crosswalk near stop
907,6000,Pavement at front door
907,6000,Sidewalk at stop
907,6000,Traffic signal
908,6000,Pavement at back door
908,6000,Schedule display
908,6000,Bench near stop
908,6000,Crosswalk near stop
908,6000,Curb ramp near stop
908,6000,Pavement at front door
908,6000,Sidewalk at stop
908,6000,Telephone near stop
908,6000,Traffic signal
909,6000,Pavement at back door
909,6000,Schedule display
909,6000,Bench near stop
909,6000,Crosswalk near stop
909,6000,Curb ramp near stop
909,6000,Pavement at front door
909,6000,Sidewalk at stop
909,6000,Telephone near stop
909,6000,Traffic signal
910,6000,Pavement at back door
910,6000,Schedule display
910,6000,Crosswalk near stop
910,6000,Curb ramp near stop
910,6000,Pavement at front door
910,6000,Lighting at stop
910,6000,Sidewalk at stop
910,6000,Telephone near stop
910,6000,Traffic signal
912,6000,Schedule display
912,6000,Lighting at stop
913,6000,Pavement at back door
913,6000,Schedule display
913,6000,Bench near stop
913,6000,Crosswalk near stop
913,6000,Curb ramp near stop
913,6000,Pavement at front door
