from_stop_id,to_stop_id,transfer_type
7716,5535,0
7718,7718,0
7721,6421,0
7721,10484,0
7732,1890,0
7732,1891,0
7737,5104,0
7737,5105,0
7738,5104,0
7738,5105,0
7747,6137,0
7747,6160,0
7747,7586,0
7747,7625,0
7747,7747,0
7747,7777,0
7747,7807,0
7747,8334,0
7747,8383,0
7751,782,0
7751,792,0
7751,7631,0
7751,7751,0
7751,7782,0
7751,7787,0
7751,13168,0
7751,13170,0
7751,13171,0
7756,7772,0
7756,10762,0
7756,10764,0
7756,12791,0
7756,12793,0
7763,625,0
7763,7763,0
7763,12805,0
7765,3639,0
7765,7594,0
7765,7608,0
7765,7612,0
7765,7765,0
7765,7767,0
7765,11486,0
7765,12790,0
7765,12791,0
7765,12793,0
7765,13123,0
7765,13167,0
7765,13169,0
7767,3039,0
7767,3639,0
7767,5020,0
7767,7594,0
7767,7608,0
7767,7612,0
7767,7614,0
7767,7765,0
7767,7767,0
7767,7789,0
7767,7800,0
7767,11486,0
7767,12790,0
7767,12791,0
7767,12793,0
7767,13123,0
7767,13167,0
7767,13169,0
7772,7756,0
7772,7772,0
7772,10762,0
7772,10764,0
7773,7602,0
7773,7773,0
7773,10764,0
7773,13305,0
7774,7774,0
7774,10491,0
7774,10764,0
7774,13305,0
7777,6160,0
7777,7747,0
7777,7777,0
7777,8334,0
7777,8383,0
7782,782,0
7782,792,0
7782,6137,0
7782,7631,0
7782,7751,0
7782,7782,0
7782,7787,0
7782,13168,0
7782,13170,0
7787,782,0
7787,792,0
7787,7751,0
7787,7782,0
7787,7787,0
7787,13168,0
7787,13170,0
7789,5020,0
7789,7608,0
7789,7614,0
7789,7767,0
7789,7789,0
7789,7800,0
7789,8334,0
7789,13123,0
7789,13169,0
7793,7591,0
7793,7793,0
7793,7794,0
7793,12762,0
7794,7591,0
7794,7793,0
7794,7794,0
7794,12762,0
7797,6137,0
7797,7797,0
7800,5020,0
7800,7614,0
7800,7625,0
7800,7634,0
7800,7640,0
7800,7767,0
7800,7789,0
7800,7800,0
7800,7807,0
7800,8334,0
7800,8383,0
7803,6137,0
7803,6160,0
7803,7586,0
7803,7625,0
7803,7803,0
7803,8334,0
7803,8383,0
7807,5020,0
7807,7634,0
7807,7640,0
7807,7642,0
7807,7747,0
7807,7800,0
7807,7807,0
7807,8334,0
7807,8383,0
7812,450,0
7812,451,0
7813,450,0
7813,451,0
7814,793,0
7814,794,0
7815,793,0
7815,794,0
7818,2127,0
7818,2128,0
7819,2127,0
7819,2128,0
7827,8345,0
7827,8372,0
7828,8345,0
7828,8372,0
7856,2594,0
7876,2817,0
7876,2818,0
7879,7879,0
7879,7880,0
7880,7879,0
7880,7880,0
7894,2817,0
7894,2818,0
7900,385,0
7900,386,0
7918,3228,0
7918,7990,0
7920,7920,0
7920,7921,0
7921,7920,0
7928,6166,0
7928,8048,0
7936,813,0
7936,814,0
7937,813,0
7937,814,0
7957,1497,0
7957,1499,0
7958,1497,0
7958,1499,0
7960,1550,0
7960,1551,0
7961,1551,0
7962,1759,0
7962,1760,0
7963,1759,0
7963,1760,0
7963,7982,0
7964,1818,0
7964,1819,0
7964,8664,0
7965,1818,0
7965,1819,0
7965,8664,0
7966,1910,0
7966,1911,0
7967,1910,0
7967,1911,0
7972,2147,0
7972,2148,0
7973,2147,0
7973,2148,0
7975,7975,0
7975,8049,0
7982,7963,0
7984,2762,0
7984,2763,0
7986,2762,0
7986,2763,0
7990,3228,0
7990,7918,0
7990,7990,0
7999,7999,0
7999,8000,0
7999,8346,0
7999,8371,0
7999,10846,0
8000,7999,0
8000,8346,0
8000,8371,0
8000,10846,0
8015,13130,0
8015,13133,0
8016,13130,0
8016,13133,0
8023,4693,0
8023,4695,0
8024,4693,0
8024,4695,0
8025,4760,0
8025,4761,0
8026,4760,0
8026,4761,0
8038,5138,0
8038,5139,0
8039,5138,0
8039,5139,0
8047,5499,0
8047,6166,0
8048,5499,0
8048,6166,0
8048,7928,0
8049,7975,0
8079,2914,0
8079,2915,0
8079,8079,0
8086,2914,0
8086,2915,0
8086,8086,0
8119,2460,0
8157,6193,0
8157,6199,0
8163,6193,0
8163,6199,0
8168,3081,0
8181,2672,0
8181,9845,0
8181,9846,0
8181,9954,0
8181,9956,0
8190,8347,0
8190,8370,0
8194,8190,0
8194,8194,0
8194,8347,0
8194,8370,0
8194,10860,0
8194,10861,0
8194,10862,0
8194,10863,0
8199,8357,0
8199,8360,0
8199,10857,0
8199,10858,0
8199,10859,0
8207,3363,0
8207,8207,0
8207,8208,0
8208,3363,0
8208,8207,0
8208,8208,0
8209,3656,0
8209,5846,0
8209,8209,0
8209,8210,0
8209,8211,0
8209,8212,0
8209,10180,0
8209,13068,0
8209,13073,0
8209,13636,0
8210,3656,0
8210,5846,0
8210,8209,0
8210,8210,0
8210,8211,0
8210,8212,0
8210,10180,0
8210,13068,0
8210,13073,0
8210,13636,0
8211,3656,0
8211,5846,0
8211,8209,0
8211,8210,0
8211,8211,0
8211,8212,0
8211,10180,0
8211,13068,0
8211,13073,0
8211,13636,0
8212,5846,0
8212,8209,0
8212,8210,0
8212,8211,0
8212,10180,0
8212,13068,0
8212,13073,0
8212,13636,0
8213,212,0
8213,8213,0
8223,8223,0
8223,8225,0
8225,8223,0
8225,8225,0
8243,7465,0
8243,7466,0
8250,8250,0
8250,9026,0
8262,1665,0
8262,8262,0
8262,8270,0
8270,8262,0
8284,8506,0
8285,8285,0
8312,8312,0
8333,7777,0
8333,9600,0
8333,9633,0
8333,10767,0
8333,10768,0
8334,5020,0
8334,7586,0
8334,7625,0
8334,7640,0
8334,7747,0
8334,7777,0
8334,7789,0
8334,7800,0
8334,7803,0
8334,7807,0
8334,8334,0
8334,8335,0
8334,8382,0
8335,5020,0
8335,6160,0
8335,7586,0
8335,7634,0
8335,7640,0
8335,7646,0
8335,8334,0
8335,8335,0
8335,8336,0
8335,8381,0
8335,8382,0
8336,7098,0
8336,8335,0
8336,8336,0
8336,8381,0
8336,11956,0
8339,1612,0
8339,8339,0
8339,8378,0
8340,1097,0
8340,2592,0
8340,8340,0
8340,8377,0
8340,11507,0
8340,11508,0
8340,11813,0
8340,11814,0
8340,11817,0
8341,2175,0
8341,5917,0
8342,8342,0
8342,8375,0
8342,13611,0
8343,8513,0
8343,8937,0
8343,9305,0
8343,10876,0
8344,10868,0
8344,10869,0
8344,10870,0
8344,10871,0
8344,10872,0
8344,11313,0
8345,2127,0
8345,2128,0
8345,7827,0
8345,7828,0
8346,7999,0
8346,8000,0
8346,8010,0
8346,10846,0
8347,8190,0
8347,8347,0
8347,8370,0
8347,10860,0
8347,10861,0
8347,10862,0
8347,10863,0
8348,6504,0
8348,6510,0
8348,6511,0
8348,10877,0
8349,6621,0
8349,6623,0
8349,8368,0
8353,6914,0
8353,9061,0
8354,12397,0
8354,12398,0
8354,13320,0
8355,8355,0
8356,1331,0
8356,1332,0
8356,1579,0
8357,2253,0
8357,2798,0
8357,10859,0
8357,13638,0
8359,8359,0
8360,2253,0
8360,2798,0
8360,10859,0
8360,13638,0
8361,1331,0
8361,1332,0
8361,1579,0
8363,12397,0
8363,12398,0
8363,13320,0
8364,6914,0
8364,9061,0
8368,6621,0
8368,6623,0
8368,8349,0
8369,6510,0
8369,6511,0
8369,10877,0
8370,8190,0
8370,8347,0
8370,8370,0
8370,10860,0
8370,10861,0
8370,10862,0
8370,10863,0
8371,7999,0
8371,8000,0
8371,8010,0
8371,10846,0
8372,2127,0
8372,2128,0
8372,7827,0
8372,7828,0
8373,10868,0
8373,10869,0
8373,10870,0
8373,10871,0
8373,10872,0
8373,11313,0
8374,8513,0
8374,8937,0
8374,9305,0
8374,10876,0
8375,2175,0
8375,8342,0
8375,8375,0
8375,13611,0
8376,2175,0
8376,5917,0
8377,1097,0
8377,2592,0
8377,8340,0
8377,8377,0
8377,11507,0
8377,11508,0
8377,11813,0
8377,11814,0
8377,11817,0
8378,1612,0
8378,8378,0
8380,8337,0
8381,6160,0
8381,8335,0
8381,8336,0
8381,8382,0
8381,11956,0
8382,5020,0
8382,6160,0
8382,7586,0
8382,7625,0
8382,7634,0
8382,7640,0
8382,7646,0
8382,8334,0
8382,8335,0
8382,8381,0
8382,8382,0
8382,8383,0
8383,6160,0
8383,7586,0
8383,7747,0
8383,7777,0
8383,7800,0
8383,7803,0
8383,7807,0
8383,8382,0
8383,8383,0
8384,9600,0
8384,9633,0
8384,10767,0
8384,10768,0
8457,3229,0
8457,3230,0
8484,5835,0
8484,8484,0
8484,8802,0
8491,3582,0
8506,8284,0
8513,8343,0
8513,8374,0
8543,8643,0
8543,13529,0
8546,8546,0
8546,8558,0
8546,9962,0
8547,8557,0
8557,8547,0
8557,10026,0
8558,8546,0
8558,8558,0
8558,9962,0
8561,8543,0
8561,8643,0
8561,13529,0
8580,2401,0
8580,8860,0
8581,2401,0
8581,8860,0
8604,8604,0
8604,8635,0
8607,10211,0
8610,8610,0
8610,9324,0
8610,12746,0
8613,8625,0
8617,8617,0
8617,8619,0
8619,8617,0
8625,8613,0
8625,8625,0
8632,8632,0
8635,8604,0
8635,8635,0
8643,8543,0
8643,8561,0
8644,8644,0
8664,1818,0
8664,1819,0
8664,7964,0
8664,7965,0
8746,832,0
8746,8747,0
8746,13316,0
8746,13569,0
8747,832,0
8747,8746,0
8747,13532,0
8747,13569,0
8758,8758,0
8758,8759,0
8758,8760,0
8758,8761,0
8758,8762,0
8758,10447,0
8759,8758,0
8759,8760,0
8759,8761,0
8759,8762,0
8759,10447,0
8760,8758,0
8760,8759,0
8760,8760,0
8760,8761,0
8760,8762,0
8760,10447,0
8761,8758,0
8761,8759,0
8761,8760,0
8761,8761,0
8761,8762,0
8761,10447,0
8762,8758,0
8762,8759,0
8762,8760,0
8762,8761,0
8762,8762,0
8762,10447,0
8776,8776,0
8776,13475,0
8802,5835,0
8802,8484,0
8802,8802,0
8814,91,0
8814,92,0
8843,4572,0
8843,4573,0
8843,6668,0
8860,8580,0
8860,8581,0
8886,8886,0
8886,9299,0
8886,9303,0
8886,13178,0
8913,13124,0
8913,13139,0
8918,13124,0
8918,13139,0
8920,4090,0
8920,4091,0
8924,6832,0
8924,6833,0
8924,9145,0
8928,4090,0
8928,4091,0
8937,8343,0
8937,8374,0
8938,4044,0
8938,9305,0
8986,7168,0
8986,8986,0
8989,7163,0
8989,8989,0
9010,6961,0
9010,6964,0
9012,6961,0
9012,6964,0
9026,8250,0
9033,1051,0
9033,9033,0
9038,5197,0
9038,9038,0
9044,6493,0
9044,10759,0
9044,10760,0
9044,10765,0
9050,10084,0
9050,10115,0
9056,10084,0
9056,10115,0
9061,6914,0
9061,8353,0
9061,8364,0
9105,13591,0
9122,735,0
9122,6911,0
9122,9122,0
9122,9599,0
9122,9757,0
9122,9758,0
9122,9860,0
9122,13918,0
9139,713,0
9145,6832,0
9145,6833,0
9145,8924,0
9150,7024,0
9150,7025,0
9169,2295,0
9169,2296,0
9172,9172,0
9185,2295,0
9185,2296,0
9207,13499,0
9207,13705,0
9219,5425,0
9219,5426,0
9220,9220,0
9220,9649,0
9220,9650,0
9220,9651,0
9220,9653,0
9297,9297,0
9299,1606,0
9299,8886,0
9299,9299,0
9299,9300,0
9299,13178,0
9300,9299,0
9301,9300,0
9301,9303,0
9303,782,0
9303,8886,0
9303,9301,0
9303,9303,0
9303,13171,0
9305,4044,0
9305,8343,0
9305,8374,0
9305,8513,0
9305,8938,0
9320,930,0
9320,10935,0
9324,8610,0
9324,12746,0
9343,4042,0
9343,4043,0
9351,6992,0
9351,9351,0
9354,755,0
9354,9354,0
9397,142,0
9397,143,0
9397,6474,0
9397,6475,0
9403,2208,0
9403,2209,0
9477,13648,0
9505,9505,0
9505,11934,0
9505,13876,0
9505,13877,0
9526,9526,0
9544,3367,0
9544,9544,0
9545,8207,0
9545,8208,0
9545,9545,0
9548,5045,0
9548,5125,0
9552,5006,0
9552,9759,0
9552,9820,0
9553,5006,0
9553,9553,0
9553,9759,0
9553,9820,0
9599,6911,0
9599,9122,0
9599,9757,0
9599,9758,0
9600,6169,0
9600,8333,0
9600,8384,0
9600,9600,0
9600,9633,0
9600,10767,0
9600,10768,0
9600,10791,0
9600,10792,0
9610,9621,0
9610,9831,0
9610,9832,0
9621,9610,0
9621,9831,0
9621,9832,0
9621,9869,0
9621,9871,0
9624,9624,0
9624,9625,0
9624,9969,0
9624,9970,0
9624,9971,0
9624,9972,0
9624,9975,0
9624,11939,0
9625,9624,0
9625,9625,0
9625,9969,0
9625,9970,0
9625,9971,0
9625,9972,0
9625,9975,0
9627,9628,0
9628,9627,0
9628,9628,0
9633,5007,0
9633,5012,0
9633,8333,0
9633,8384,0
9633,9600,0
9633,9633,0
9633,10767,0
9633,10768,0
9642,2366,0
9642,2367,0
9648,10639,0
9649,9220,0
9649,9649,0
9649,9650,0
9649,9651,0
9649,9653,0
9650,9220,0
9650,9649,0
9650,9650,0
9650,9651,0
9650,9653,0
9651,9220,0
9651,9649,0
9651,9650,0
9651,9651,0
9651,9653,0
9653,9220,0
9653,9649,0
9653,9650,0
9653,9651,0
9653,9653,0
9674,6970,0
9688,9704,0
9704,9688,0
9756,7527,0
9756,7528,0
9757,735,0
9757,6911,0
9757,9122,0
9757,9599,0
9757,9757,0
9757,9758,0
9757,9860,0
9757,10809,0
9757,13918,0
9758,735,0
9758,5016,0
9758,6911,0
9758,9122,0
9758,9599,0
9758,9757,0
9758,9758,0
9758,9860,0
9758,10809,0
9758,13918,0
9759,5006,0
9759,9552,0
9759,9553,0
9759,9759,0
9759,9820,0
9764,346,0
9764,347,0
9818,9821,0
9818,9976,0
9818,9977,0
9818,9978,0
9818,9979,0
9818,9981,0
9818,9982,0
9818,9983,0
9818,9984,0
9818,9985,0
9818,9986,0
9818,13066,0
9820,5006,0
9820,9552,0
9820,9553,0
9820,9759,0
9820,9820,0
9821,9818,0
9821,9821,0
9821,9976,0
9821,9977,0
9821,9978,0
9821,9979,0
9821,9981,0
9821,9982,0
9821,9983,0
9821,9984,0
9821,9985,0
9821,9986,0
9821,13066,0
9825,9957,0
9825,9958,0
9826,9957,0
9826,9958,0
9827,12899,0
9828,12899,0
9829,9830,0
9830,9830,0
9831,9610,0
9831,9621,0
9831,9869,0
9831,9871,0
9832,9610,0
9832,9621,0
9832,9831,0
9832,9869,0
9832,9871,0
9835,9923,0
9835,10033,0
9835,10042,0
9836,9923,0
9836,10033,0
9836,10042,0
9837,9953,0
9838,9953,0
9842,3688,0
9845,2672,0
9845,9954,0
9845,9955,0
9845,9956,0
9846,2672,0
9846,8181,0
9846,9954,0
9846,9955,0
9846,9956,0
9860,735,0
9860,6911,0
9860,9757,0
9860,9758,0
9860,13918,0
9869,9621,0
9869,9831,0
9869,9832,0
9869,9871,0
9871,9610,0
9871,9621,0
9871,9831,0
9871,9832,0
9871,9869,0
9923,9835,0
9923,9836,0
9953,9837,0
9953,9838,0
9953,9953,0
9954,2672,0
9954,8181,0
9954,9845,0
9954,9846,0
9954,9954,0
9954,9955,0
9954,9956,0
9955,2672,0
9955,9845,0
9955,9846,0
9955,9954,0
9955,9956,0
9956,2672,0
9956,8181,0
9956,9845,0
9956,9846,0
9956,9954,0
9956,9955,0
9956,9956,0
9957,9825,0
9957,9826,0
9958,9825,0
9958,9826,0
9962,8546,0
9962,8558,0
9969,9624,0
9969,9625,0
9969,9969,0
9969,9970,0
9969,9971,0
9969,9972,0
9969,9975,0
9969,11939,0
9970,9624,0
9970,9625,0
9970,9969,0
9970,9971,0
9970,9972,0
9970,11939,0
9971,9624,0
9971,9625,0
9971,9969,0
9971,9970,0
9971,9971,0
9971,9972,0
9971,9975,0
9971,11939,0
9972,9624,0
9972,9625,0
9972,9969,0
9972,9970,0
9972,9971,0
9972,9972,0
9972,9975,0
9972,11939,0
9975,9624,0
9975,9625,0
9975,9969,0
9975,9970,0
9975,9971,0
9975,9972,0
9975,11939,0
9976,9818,0
9976,9821,0
9976,9976,0
9976,9977,0
9976,9978,0
9976,9979,0
9976,9981,0
9976,9982,0
9976,9983,0
9976,9984,0
9976,9985,0
9976,9986,0
9976,13066,0
9977,9818,0
9977,9821,0
9977,9976,0
9977,9977,0
9977,9978,0
9977,9979,0
9977,9981,0
9977,9982,0
9977,9983,0
9977,9984,0
9977,9985,0
9977,9986,0
9977,13066,0
9978,9818,0
9978,9821,0
9978,9976,0
9978,9977,0
9978,9978,0
9978,9979,0
9978,9981,0
9978,9982,0
9978,9983,0
9978,9984,0
9978,9985,0
9978,9986,0
9978,13066,0
9979,9818,0
9979,9821,0
9979,9976,0
9979,9977,0
9979,9978,0
9979,9979,0
9979,9981,0
9979,9982,0
9979,9983,0
9979,9984,0
9979,9985,0
9979,9986,0
9979,13066,0
9981,9818,0
9981,9821,0
9981,9976,0
9981,9977,0
9981,9978,0
9981,9979,0
9981,9981,0
9981,9982,0
9981,9983,0
9981,9984,0
9981,9985,0
9981,9986,0
9981,13066,0
9982,9818,0
9982,9821,0
9982,9976,0
9982,9977,0
9982,9978,0
9982,9979,0
9982,9981,0
9982,9982,0
9982,9983,0
9982,9984,0
9982,9985,0
9982,9986,0
9982,13066,0
9983,9818,0
9983,9821,0
9983,9976,0
9983,9977,0
9983,9978,0
9983,9979,0
9983,9981,0
9983,9982,0
9983,9983,0
9983,9984,0
9983,9985,0
9983,9986,0
9983,13066,0
9984,9818,0
9984,9821,0
9984,9976,0
9984,9977,0
9984,9978,0
9984,9979,0
9984,9981,0
9984,9982,0
9984,9983,0
9984,9984,0
9984,9985,0
9984,9986,0
9984,13066,0
9985,9818,0
9985,9821,0
9985,9976,0
9985,9977,0
9985,9978,0
9985,9979,0
9985,9981,0
9985,9982,0
9985,9983,0
9985,9984,0
9985,9985,0
9985,9986,0
9985,13066,0
9986,9818,0
9986,9821,0
9986,9976,0
9986,9977,0
9986,9978,0
9986,9979,0
9986,9981,0
9986,9982,0
9986,9983,0
9986,9984,0
9986,9985,0
9986,13066,0
10006,5491,0
10006,5492,0
10007,5491,0
10007,5492,0
10026,8557,0
10026,10026,0
10033,9835,0
10033,9836,0
10042,9835,0
10042,9836,0
10063,10063,0
10084,9050,0
10084,9056,0
10086,10113,0
10086,10114,0
10087,10113,0
10087,10114,0
10093,10107,0
10095,10095,0
10107,10107,0
10113,10086,0
10113,10087,0
10114,10086,0
10114,10087,0
10115,9050,0
10115,9056,0
10117,1114,0
10117,3054,0
10117,5006,0
10117,10118,0
10117,10168,0
10117,12792,0
10118,1114,0
10118,3054,0
10118,5006,0
10118,10117,0
10118,10168,0
10118,12792,0
10120,10120,0
10120,10121,0
10120,10299,0
10121,10120,0
10121,10121,0
10121,10299,0
10148,10148,0
10166,6970,0
10168,1114,0
10168,10117,0
10168,10118,0
10168,10168,0
10180,5846,0
10180,8209,0
10180,8210,0
10180,8211,0
10180,8212,0
10180,13068,0
10180,13073,0
10180,13636,0
10196,2746,0
10196,2747,0
10211,8607,0
10278,10278,0
10293,10293,0
10299,10120,0
10299,10121,0
10299,10299,0
10302,5668,0
10302,5669,0
10303,10303,0
10305,3141,0
10307,1765,0
10307,10307,0
10307,13129,0
10307,13134,0
10315,10721,0
10315,10723,0
10318,10721,0
10318,10723,0
10323,1993,0
10323,1994,0
10326,1993,0
10326,1994,0
10425,6779,0
10425,6843,0
10425,10425,0
10446,11251,0
10447,8758,0
10447,8759,0
10447,8760,0
10447,8761,0
10447,8762,0
10447,10447,0
10481,6421,0
10481,10484,0
10484,7721,0
10484,10481,0
10491,2580,0
10491,7602,0
10491,7774,0
10491,10491,0
10491,13305,0
10572,10851,0
10572,10853,0
10572,10854,0
10572,10855,0
10573,10851,0
10573,10853,0
10573,10854,0
10573,10855,0
10579,10579,0
10590,11830,0
10601,10601,0
10611,1050,0
10611,6374,0
10611,10611,0
10639,9648,0
10639,10639,0
10657,13033,0
10697,10697,0
10715,13639,0
10721,10315,0
10721,10318,0
10723,10315,0
10723,10318,0
10746,6513,0
10746,6531,0
10746,6532,0
10747,2354,0
10747,6513,0
10747,6531,0
10747,10747,0
10753,10773,0
10754,2011,0
10756,10770,0
10756,10791,0
10756,10792,0
10759,1108,0
10759,3049,0
10759,3051,0
10759,5012,0
10759,9044,0
10760,1108,0
10760,3049,0
10760,3051,0
10760,9044,0
10760,10760,0
10762,7616,0
10762,7756,0
10762,7772,0
10762,10764,0
10763,7602,0
10763,7774,0
10763,13305,0
10764,7616,0
10764,7756,0
10764,7772,0
10764,7773,0
10764,7774,0
10764,10762,0
10764,10764,0
10764,13305,0
10765,1108,0
10765,3049,0
10765,9044,0
10765,10765,0
10766,616,0
10766,1108,0
10766,9044,0
10767,5007,0
10767,5012,0
10767,8333,0
10767,8384,0
10767,9600,0
10767,9633,0
10767,10767,0
10768,6169,0
10768,8333,0
10768,8384,0
10768,9600,0
10768,9633,0
10770,10756,0
10770,10791,0
10770,10792,0
10772,2011,0
10773,10773,0
10777,7127,0
10777,7128,0
10779,13591,0
10790,10790,0
10790,10822,0
10791,6169,0
10791,9600,0
10791,10756,0
10791,10770,0
10792,6169,0
10792,9600,0
10792,10756,0
10792,10770,0
10798,10572,0
10798,10573,0
10798,10851,0
10798,10854,0
10798,10855,0
10822,10790,0
10838,4724,0
10838,4730,0
10840,6528,0
10842,4724,0
10842,4730,0
10845,10952,0
10846,7999,0
10846,8000,0
10846,8346,0
10846,8371,0
10848,193,0
10848,199,0
10848,10848,0
10848,11211,0
10851,10572,0
10851,10573,0
10851,10798,0
10851,10853,0
10851,10854,0
10851,10855,0
10853,10572,0
10853,10573,0
10853,10798,0
10853,10851,0
10853,10853,0
10853,10854,0
10854,10572,0
10854,10573,0
10854,10798,0
10854,10851,0
10854,10854,0
10854,10855,0
10855,10572,0
10855,10573,0
10855,10798,0
10855,10851,0
10855,10854,0
10859,2253,0
10859,8357,0
10859,8360,0
10859,10857,0
10859,10858,0
10859,10859,0
10859,13638,0
10860,10860,0
10862,8190,0
10862,10860,0
10862,10861,0
10862,10862,0
10862,10863,0
10863,8190,0
10863,8347,0
10863,8370,0
10863,10860,0
10863,10861,0
10863,10862,0
10866,6242,0
10867,6242,0
10868,7509,0
10868,8344,0
10868,8373,0
10868,10869,0
10868,10870,0
10868,10871,0
10869,7509,0
10869,8344,0
10869,8373,0
10869,10868,0
10869,10871,0
10869,10872,0
10870,7484,0
10870,7510,0
10870,8344,0
10870,10868,0
10870,10871,0
10870,10872,0
10871,8344,0
10871,8373,0
10871,10868,0
10871,10869,0
10871,10870,0
10871,10872,0
10872,8344,0
10872,8373,0
10872,10869,0
10872,10870,0
10872,10871,0
10873,3669,0
10873,3673,0
10876,10876,0
10877,6510,0
10877,6511,0
10877,8348,0
10877,8369,0
10878,10878,0
10878,10879,0
10879,10878,0
10879,10879,0
10935,930,0
10935,5697,0
10935,9320,0
10935,10935,0
10952,168,0
10952,923,0
10952,10845,0
10953,4042,0
10953,4043,0
11005,6143,0
11011,616,0
11011,1108,0
11073,5466,0
11073,5467,0
11111,11111,0
11211,199,0
11211,10848,0
11211,11211,0
11251,10446,0
11251,11251,0
11271,200,0
11313,7484,0
11313,8344,0
11313,8373,0
11484,11484,0
11486,3639,0
11486,7594,0
11486,7608,0
11486,7612,0
11486,7765,0
11486,7767,0
11486,11486,0
11486,12790,0
11486,12791,0
11486,12793,0
11486,13123,0
11486,13167,0
11486,13169,0
11498,11498,0
11498,11829,0
11498,11832,0
11499,12918,0
11499,13910,0
11501,3506,0
11501,3507,0
11502,4473,0
11502,4474,0
11503,3169,0
11503,3170,0
11503,11512,0
11505,11510,0
11506,2945,0
11506,11839,0
11507,1097,0
11507,2592,0
11507,8340,0
11507,8377,0
11507,11507,0
11507,11508,0
11507,11813,0
11507,11814,0
11507,11817,0
11508,1097,0
11508,2592,0
11508,8340,0
11508,8377,0
11508,11507,0
11508,11508,0
11508,11813,0
11508,11814,0
11508,11817,0
11509,2945,0
11509,11839,0
11510,11505,0
11512,3169,0
11512,3170,0
11512,11503,0
11513,4473,0
11513,4474,0
11514,3506,0
11514,3507,0
11516,12918,0
11516,13910,0
11779,11780,0
11780,11780,0
11813,1097,0
11813,2592,0
11813,8340,0
11813,8377,0
11813,11507,0
11813,11508,0
11813,11817,0
11814,1097,0
11814,2592,0
11814,8340,0
11814,8377,0
11814,11507,0
11814,11508,0
11814,11817,0
11817,1097,0
11817,2592,0
11817,8340,0
11817,8377,0
11817,11507,0
11817,11508,0
11817,11813,0
11817,11814,0
11817,11817,0
11829,11498,0
11830,10590,0
11832,11498,0
11837,3008,0
11837,11837,0
11839,2945,0
11839,11506,0
11839,11509,0
11839,11839,0
11928,11970,0
11934,9505,0
11934,13877,0
11939,9624,0
11939,9969,0
11939,9970,0
11939,9971,0
11939,9972,0
11939,9975,0
11939,11939,0
11944,11944,0
11944,11945,0
11945,11944,0
11945,11945,0
11956,3635,0
11956,7098,0
11956,8336,0
11956,8381,0
11956,12789,0
11956,12795,0
11968,3825,0
11970,11928,0
11970,11970,0
12374,611,0
12374,12374,0
12374,13607,0
12374,13619,0
12375,2566,0
12375,2567,0
12375,7602,0
12375,12763,0
12382,2566,0
12382,2567,0
12382,7602,0
12382,12763,0
12397,8354,0
12397,8363,0
12398,8354,0
12398,8363,0
12402,4208,0
12731,12731,0
12746,8610,0
12746,9324,0
12760,12845,0
12762,5239,0
12762,7591,0
12762,7793,0
12762,7794,0
12762,12762,0
12763,12375,0
12763,12382,0
12763,12763,0
12787,3639,0
12789,3635,0
12789,8336,0
12789,11956,0
12789,12789,0
12790,3639,0
12790,7594,0
12790,7608,0
12790,7612,0
12790,7765,0
12790,7767,0
12790,11486,0
12790,12790,0
12790,12791,0
12790,12793,0
12790,13123,0
12790,13167,0
12791,3639,0
12791,5020,0
12791,7594,0
12791,7608,0
12791,7612,0
12791,7756,0
12791,7765,0
12791,7767,0
12791,11486,0
12791,12790,0
12791,12791,0
12791,12793,0
12791,13123,0
12791,13167,0
12792,1114,0
12792,3052,0
12792,3054,0
12792,5006,0
12792,10117,0
12792,10118,0
12792,12792,0
12793,3639,0
12793,7594,0
12793,7608,0
12793,7612,0
12793,7616,0
12793,7756,0
12793,7765,0
12793,7767,0
12793,11486,0
12793,12790,0
12793,12791,0
12793,12793,0
12793,13123,0
12793,13167,0
12793,13169,0
12795,11956,0
12795,12795,0
12798,8337,0
12798,8380,0
12805,1997,0
12805,7763,0
12844,5028,0
12844,12844,0
12845,12760,0
12845,12845,0
12867,1580,0
12867,1581,0
12868,1580,0
12868,1581,0
12899,9827,0
12899,9828,0
12902,12902,0
12903,12903,0
12918,11499,0
12918,11516,0
12921,12921,0
12921,12922,0
12922,12921,0
12922,12922,0
12924,10146,0
13031,3094,0
13031,8464,0
13031,8598,0
13031,13031,0
13066,9818,0
13066,9821,0
13066,9976,0
13066,9977,0
13066,9978,0
13066,9979,0
13066,9981,0
13066,9982,0
13066,9983,0
13066,9984,0
13066,9985,0
13066,9986,0
13066,13066,0
13067,2272,0
13067,13481,0
13068,5846,0
13068,8209,0
13068,8210,0
13068,8211,0
13068,8212,0
13068,10180,0
13068,13636,0
13069,13079,0
13069,13084,0
13070,13070,0
13073,5846,0
13073,8209,0
13073,8210,0
13073,8211,0
13073,8212,0
13073,10180,0
13073,13636,0
13079,13069,0
13079,13079,0
13079,13084,0
13084,13069,0
13084,13079,0
13123,3039,0
13123,3639,0
13123,5020,0
13123,7594,0
13123,7608,0
13123,7612,0
13123,7614,0
13123,7765,0
13123,7767,0
13123,7789,0
13123,11486,0
13123,12790,0
13123,12791,0
13123,12793,0
13123,13123,0
13123,13167,0
13123,13169,0
13124,8913,0
13124,8918,0
13125,13297,0
13125,13298,0
13126,4707,0
13126,4709,0
13127,13218,0
13127,13219,0
13128,1831,0
13128,2512,0
13128,2563,0
13128,6398,0
13128,13236,0
