from_stop_id,to_stop_id,transfer_type
3141,3141,0
3141,10305,0
3153,88,0
3153,89,0
3154,88,0
3154,89,0
3167,2208,0
3167,2209,0
3169,11503,0
3169,11512,0
3170,11503,0
3170,11512,0
3183,3184,0
3183,5996,0
3184,3183,0
3184,3184,0
3184,5996,0
3191,7382,0
3191,7383,0
3192,7382,0
3192,7383,0
3199,7519,0
3199,7520,0
3200,7519,0
3200,7520,0
3228,7918,0
3228,7990,0
3229,3229,0
3229,3230,0
3229,8457,0
3230,3229,0
3230,8457,0
3234,3234,0
3234,3235,0
3234,13783,0
3234,13784,0
3235,3234,0
3235,13783,0
3235,13784,0
3301,1435,0
3303,2599,0
3315,3315,0
3329,3329,0
3335,3336,0
3335,4161,0
3336,3335,0
3336,3352,0
3339,3339,0
3339,3340,0
3340,3340,0
3352,3336,0
3352,4161,0
3363,8207,0
3363,8208,0
3367,3367,0
3367,9544,0
3397,13710,0
3398,3397,0
3398,13729,0
3452,90,0
3452,93,0
3453,90,0
3453,93,0
3455,3455,0
3474,3474,0
3474,3509,0
3506,3506,0
3506,3507,0
3506,11501,0
3506,11514,0
3507,3506,0
3507,3507,0
3507,11501,0
3507,11514,0
3509,3474,0
3509,3509,0
3535,3535,0
3537,4494,0
3537,4495,0
3538,4494,0
3538,4495,0
3557,5950,0
3563,4437,0
3582,8491,0
3595,7121,0
3595,7122,0
3603,1129,0
3603,1147,0
3604,1129,0
3604,1147,0
3620,3622,0
3622,3620,0
3633,2170,0
3633,3633,0
3633,13614,0
3633,13616,0
3635,3635,0
3637,2599,0
3637,3637,0
3637,6551,0
3637,6576,0
3637,6585,0
3639,3639,0
3639,5020,0
3639,7594,0
3639,7608,0
3639,7612,0
3639,7765,0
3639,7767,0
3639,11486,0
3639,12787,0
3639,12790,0
3639,12791,0
3639,12793,0
3639,13123,0
3639,13167,0
3655,3655,0
3655,3669,0
3655,3673,0
3656,3656,0
3656,5846,0
3656,8209,0
3656,8210,0
3656,8211,0
3669,3673,0
3669,10873,0
3673,3655,0
3673,3669,0
3673,3673,0
3673,10873,0
3791,3791,0
3791,3839,0
3795,3795,0
3795,3843,0
3825,3825,0
3839,3791,0
3839,3839,0
3843,3795,0
3843,3843,0
3846,3846,0
3868,3868,0
3908,3908,0
3990,3990,0
4014,6542,0
4014,6588,0
4032,4032,0
4036,4036,0
4042,4043,0
4042,5958,0
4042,9343,0
4042,10953,0
4043,4043,0
4043,5958,0
4043,8341,0
4043,9343,0
4043,10953,0
4044,4044,0
4044,9305,0
4048,6818,0
4048,6842,0
4049,6818,0
4049,6842,0
4068,1660,0
4068,1661,0
4069,1660,0
4069,1661,0
4087,5599,0
4087,5600,0
4088,5599,0
4088,5600,0
4090,8920,0
4090,8928,0
4091,8920,0
4091,8928,0
4125,310,0
4161,3335,0
4161,3352,0
4164,4164,0
4171,13459,0
4208,12402,0
4317,4318,0
4318,4318,0
4369,1019,0
4369,1020,0
4370,1019,0
4370,1020,0
4429,4429,0
4431,4431,0
4434,2317,0
4434,4435,0
4435,2317,0
4435,4434,0
4435,4435,0
4437,3535,0
4437,3563,0
4455,91,0
4455,92,0
4456,136,0
4456,137,0
4462,1259,0
4462,4463,0
4463,1259,0
4463,4462,0
4463,4463,0
4470,2221,0
4470,2222,0
4471,2221,0
4471,2222,0
4473,11502,0
4473,11513,0
4474,11502,0
4474,11513,0
4494,3537,0
4494,3538,0
4495,3537,0
4495,3538,0
4502,6284,0
4537,4537,0
4537,4538,0
4537,4539,0
4537,13792,0
4538,4537,0
4538,4538,0
4538,4539,0
4538,13792,0
4539,4537,0
4539,4538,0
4539,13792,0
4545,4545,0
4546,4546,0
4572,6655,0
4572,8843,0
4573,6655,0
4573,8843,0
4575,4575,0
4583,4583,0
4583,4584,0
4584,4583,0
4586,4583,0
4617,6941,0
4617,6942,0
4618,6941,0
4618,6942,0
4627,4627,0
4627,7227,0
4627,7228,0
4651,7476,0
4651,7477,0
4653,7476,0
4653,7477,0
4664,1792,0
4664,7656,0
4666,1792,0
4666,7656,0
4667,7704,0
4667,7706,0
4668,7704,0
4668,7706,0
4693,8023,0
4693,8024,0
4695,8023,0
4695,8024,0
4707,13126,0
4707,13137,0
4709,13126,0
4709,13137,0
4715,4715,0
4720,4720,0
4724,10838,0
4724,10842,0
4730,10838,0
4730,10842,0
4760,8025,0
4760,8026,0
4761,8025,0
4761,8026,0
4817,4817,0
4817,4818,0
4818,4817,0
4818,4818,0
4935,4935,0
4935,4937,0
4937,4935,0
4937,4937,0
5006,1114,0
5006,3054,0
5006,5006,0
5006,9553,0
5006,9759,0
5006,9820,0
5006,10168,0
5006,12792,0
5007,10767,0
5012,9633,0
5012,10759,0
5012,10767,0
5020,3639,0
5020,5020,0
5020,7614,0
5020,7634,0
5020,7640,0
5020,7646,0
5020,7767,0
5020,7789,0
5020,8334,0
5020,8382,0
5020,8383,0
5020,12791,0
5020,13123,0
5028,5028,0
5028,12844,0
5035,6670,0
5035,6671,0
5036,6670,0
5036,6671,0
5045,1903,0
5045,9548,0
5050,10572,0
5050,10573,0
5050,10798,0
5050,10851,0
5050,10855,0
5087,7527,0
5087,7528,0
5104,7737,0
5104,7738,0
5105,7737,0
5105,7738,0
5125,1903,0
5125,9548,0
5138,8038,0
5138,8039,0
5139,8038,0
5139,8039,0
5145,5145,0
5145,5146,0
5146,5145,0
5165,5165,0
5165,5166,0
5166,5165,0
5166,5166,0
5172,348,0
5172,350,0
5172,5184,0
5184,348,0
5184,5172,0
5194,348,0
5194,350,0
5197,5197,0
5197,9038,0
5234,6654,0
5234,6672,0
5235,6654,0
5235,6672,0
5239,7793,0
5239,7794,0
5314,5314,0
5314,5709,0
5314,5710,0
5385,6673,0
5385,6674,0
5386,6673,0
5386,6674,0
5390,5390,0
5390,5467,0
5390,6921,0
5423,5426,0
5424,5425,0
5425,5424,0
5425,6652,0
5425,9219,0
5426,5423,0
5426,6652,0
5426,9219,0
5466,11073,0
5467,5390,0
5467,6921,0
5467,11073,0
5468,13320,0
5469,13320,0
5491,7149,0
5491,7152,0
5491,10006,0
5491,10007,0
5492,7149,0
5492,7152,0
5492,10006,0
5492,10007,0
5499,8047,0
5499,8048,0
5514,5511,0
5524,7487,0
5524,7488,0
5525,7487,0
5525,7488,0
5534,7714,0
5534,7716,0
5535,7714,0
5535,7716,0
5599,4087,0
5599,4088,0
5600,4087,0
5600,4088,0
5628,7012,0
5628,7013,0
5629,7012,0
5629,7013,0
5635,13499,0
5635,13705,0
5664,6708,0
5664,6709,0
5665,6708,0
5665,6709,0
5668,6896,0
5668,10302,0
5669,6896,0
5669,10302,0
5679,5679,0
5697,930,0
5697,10935,0
5706,5706,0
5706,5749,0
5706,5806,0
5706,5807,0
5706,5816,0
5709,5314,0
5709,5709,0
5709,5710,0
5710,5314,0
5710,5709,0
5749,5706,0
5749,5806,0
5749,5807,0
5788,956,0
5788,957,0
5788,5789,0
5789,956,0
5789,957,0
5789,5788,0
5794,5794,0
5806,5706,0
5806,5749,0
5807,5706,0
5807,5749,0
5813,5794,0
5813,5813,0
5816,5706,0
5824,5824,0
5835,8484,0
5836,5836,0
5836,8484,0
5836,8802,0
5846,3656,0
5846,5846,0
5846,8209,0
5846,8210,0
5846,8211,0
5846,8212,0
5846,10180,0
5846,13068,0
5846,13073,0
5846,13636,0
5878,5878,0
5889,46,0
5890,46,0
5890,5889,0
5890,5890,0
5897,622,0
5899,5899,0
5899,5900,0
5900,5899,0
5900,5900,0
5901,704,0
5901,5901,0
5901,13330,0
5903,1293,0
5904,1273,0
5904,1293,0
5910,1846,0
5910,1847,0
5911,1846,0
5911,1847,0
5917,8341,0
5917,8376,0
5918,5919,0
5919,5918,0
5919,5919,0
5927,5927,0
5927,5929,0
5929,5927,0
5933,2171,0
5933,5933,0
5950,3557,0
5958,4042,0
5958,4043,0
5960,6218,0
5975,5975,0
5996,3183,0
5996,3184,0
6000,1841,0
6000,1848,0
6000,6000,0
6006,6006,0
6009,627,0
6009,6009,0
6009,6220,0
6137,6137,0
6137,7747,0
6137,7797,0
6137,7803,0
6143,11005,0
6151,7136,0
6151,13718,0
6151,13721,0
6158,6158,0
6160,6160,0
6160,7586,0
6160,7625,0
6160,7636,0
6160,7642,0
6160,7747,0
6160,7777,0
6160,7803,0
6160,8335,0
6160,8381,0
6160,8382,0
6160,8383,0
6166,7928,0
6166,8047,0
6166,8048,0
6169,6169,0
6169,9600,0
6169,10768,0
6169,10791,0
6169,10792,0
6193,6193,0
6193,6199,0
6193,8157,0
6193,8163,0
6199,6193,0
6199,6199,0
6199,8157,0
6199,8163,0
6206,13458,0
6218,2178,0
6218,5960,0
6218,13609,0
6218,13617,0
6220,6009,0
6225,6565,0
6225,6566,0
6235,6235,0
6235,7138,0
6235,7139,0
6242,10866,0
6242,10867,0
6284,4502,0
6285,4502,0
6357,627,0
6357,6357,0
6359,6359,0
6360,1848,0
6374,1050,0
6374,10611,0
6384,6384,0
6398,1831,0
6398,6398,0
6398,13128,0
6398,13135,0
6409,7465,0
6409,7466,0
6411,6411,0
6411,6412,0
6412,6411,0
6412,6412,0
6412,7465,0
6412,7466,0
6415,6415,0
6415,6416,0
6415,7565,0
6416,6415,0
6416,7565,0
6421,7721,0
6421,10481,0
6470,6470,0
6470,13637,0
6474,142,0
6474,143,0
6474,9397,0
6475,142,0
6475,143,0
6475,9397,0
6493,3049,0
6493,6493,0
6493,9044,0
6502,310,0
6502,6502,0
6510,6511,0
6510,8348,0
6510,8369,0
6510,10877,0
6511,6510,0
6511,8348,0
6511,8369,0
6511,10877,0
6513,2354,0
6513,6513,0
6513,6531,0
6513,10746,0
6513,10747,0
6516,2015,0
6516,2016,0
6517,2015,0
6517,2016,0
6522,6522,0
6522,6523,0
6523,6522,0
6528,6528,0
6528,10840,0
6531,2354,0
6531,6531,0
6531,10746,0
6531,10747,0
6532,10746,0
6542,400,0
6542,4014,0
6543,2599,0
6545,1375,0
6545,1376,0
6551,2599,0
6551,3637,0
6565,2358,0
6565,6225,0
6566,6225,0
6567,6567,0
6576,2599,0
6576,3637,0
6577,13327,0
6577,13328,0
6578,1375,0
6578,1376,0
6585,2599,0
6585,3637,0
6588,400,0
6588,4014,0
6592,13327,0
6592,13328,0
6610,2010,0
6611,2010,0
6617,2366,0
6617,2367,0
6617,6628,0
6619,6619,0
6621,6623,0
6621,8349,0
6621,8368,0
6623,6621,0
6623,8349,0
6623,8368,0
6628,2366,0
6628,2367,0
6628,6617,0
6630,1379,0
6630,1381,0
6630,6631,0
6631,1379,0
6631,1381,0
6631,6630,0
6633,2534,0
6633,2535,0
6634,2534,0
6634,2535,0
6635,2703,0
6635,2705,0
6635,6636,0
6636,2703,0
6636,2705,0
6636,6635,0
6648,2034,0
6649,2034,0
6652,5425,0
6652,5426,0
6654,5234,0
6654,5235,0
6655,4572,0
6655,4573,0
6655,6668,0
6668,4572,0
6668,6655,0
6668,6668,0
6670,5035,0
6670,5036,0
6671,5035,0
6671,5036,0
6672,5234,0
6672,5235,0
6673,5385,0
6673,5386,0
6674,5385,0
6674,5386,0
6708,5664,0
6708,5665,0
6709,5664,0
6709,5665,0
6748,6748,0
6773,52,0
6773,53,0
6774,52,0
6774,53,0
6779,631,0
6779,10425,0
6780,1277,0
6780,1278,0
6785,1856,0
6785,1857,0
6786,1856,0
6786,1857,0
6794,1277,0
6794,1278,0
6818,4048,0
6818,4049,0
6832,6833,0
6832,8924,0
6832,9145,0
6833,6832,0
6833,8924,0
6833,9145,0
6839,6839,0
6842,4048,0
6842,4049,0
6843,631,0
6843,10425,0
6847,838,0
6847,845,0
6848,838,0
6848,845,0
6849,6849,0
6850,6850,0
6876,6877,0
6876,13715,0
6876,13724,0
6877,13715,0
6877,13724,0
6896,5668,0
6896,5669,0
6898,6899,0
6899,6898,0
6911,735,0
6911,5006,0
6911,6911,0
6911,9122,0
6911,9599,0
6911,9757,0
6911,9758,0
6914,8353,0
6914,8364,0
6914,9061,0
6919,2081,0
6919,6920,0
6920,2081,0
6920,6919,0
6920,6920,0
6921,5390,0
6921,5467,0
6921,6921,0
6935,1427,0
6935,1428,0
6936,1427,0
6936,1428,0
6941,4617,0
6941,4618,0
6942,4617,0
6942,4618,0
6961,9010,0
6961,9012,0
6964,9010,0
6964,9012,0
6970,9674,0
6970,10166,0
6992,9351,0
7012,5628,0
7012,5629,0
7013,5628,0
7013,5629,0
7024,7025,0
7024,9150,0
7025,7024,0
7025,7025,0
7025,9150,0
7026,7026,0
7036,202,0
7047,170,0
7047,202,0
7098,3635,0
7098,7098,0
7098,8336,0
7110,1435,0
7121,3595,0
7122,3595,0
7127,10777,0
7128,10777,0
7136,13718,0
7136,13721,0
7138,634,0
7138,6235,0
7139,634,0
7139,6235,0
7149,5491,0
7149,5492,0
7152,5491,0
7152,5492,0
7156,852,0
7156,855,0
7163,3596,0
7168,7169,0
7168,8986,0
7169,7168,0
7188,635,0
7190,1862,0
7190,1863,0
7191,1862,0
7191,1863,0
7227,4627,0
7228,4627,0
7237,63,0
7237,64,0
7238,63,0
7238,64,0
7240,1285,0
7240,1286,0
7281,2714,0
7281,2715,0
7282,2714,0
7282,2715,0
7339,7339,0
7339,7342,0
7342,7339,0
7342,7342,0
7369,1289,0
7369,1290,0
7370,1289,0
7370,1290,0
7373,1870,0
7373,1871,0
7374,1870,0
7374,1871,0
7382,3191,0
7382,3192,0
7383,3191,0
7383,3192,0
7392,644,0
7437,427,0
7437,428,0
7437,7437,0
7437,7438,0
7438,427,0
7438,428,0
7438,7437,0
7438,7438,0
7440,770,0
7440,771,0
7440,7440,0
7440,7441,0
7441,770,0
7441,771,0
7441,7440,0
7441,7441,0
7445,1458,0
7445,1459,0
7445,7445,0
7445,7446,0
7446,1458,0
7446,1459,0
7446,7445,0
7446,7446,0
7451,2001,0
7451,2110,0
7451,2111,0
7451,7451,0
7451,7452,0
7452,2110,0
7452,2111,0
7452,7451,0
7452,7452,0
7459,2625,0
7459,2626,0
7459,7459,0
7459,7460,0
7460,2625,0
7460,2626,0
7460,7459,0
7460,7460,0
7463,2726,0
7463,2727,0
7465,6409,0
7465,6412,0
7465,8243,0
7466,6409,0
7466,6412,0
7466,8243,0
7474,2726,0
7474,2727,0
7476,4651,0
7476,4653,0
7476,7476,0
7476,7477,0
7477,4651,0
7477,4653,0
7477,7476,0
7477,7477,0
7484,10870,0
7484,11313,0
7487,5524,0
7487,5525,0
7488,5524,0
7488,5525,0
7501,1876,0
7501,1877,0
7510,10870,0
7512,1876,0
7512,1877,0
7519,3199,0
7519,3200,0
7520,3199,0
7520,3200,0
7527,5087,0
7527,9756,0
7528,5087,0
7528,9756,0
7546,7546,0
7565,6415,0
7565,6416,0
7586,6160,0
7586,7586,0
7586,7625,0
7586,7636,0
7586,7642,0
7586,7747,0
7586,7803,0
7586,8334,0
7586,8335,0
7586,8382,0
7586,8383,0
7588,7588,0
7591,7591,0
7591,7793,0
7591,7794,0
7591,12762,0
7594,3639,0
7594,7594,0
7594,7608,0
7594,7612,0
7594,7765,0
7594,7767,0
7594,11486,0
7594,12790,0
7594,12791,0
7594,12793,0
7594,13123,0
7594,13167,0
7594,13169,0
7602,616,0
7602,2580,0
7602,7602,0
7602,7616,0
7602,10491,0
7602,10763,0
7602,12375,0
7602,12382,0
7602,13305,0
7608,3639,0
7608,7594,0
7608,7608,0
7608,7612,0
7608,7614,0
7608,7765,0
7608,7767,0
7608,7789,0
7608,11486,0
7608,12790,0
7608,12791,0
7608,12793,0
7608,13123,0
7608,13167,0
7608,13169,0
7612,3639,0
7612,5020,0
7612,7594,0
7612,7608,0
7612,7612,0
7612,7765,0
7612,7767,0
7612,11486,0
7612,12790,0
7612,12791,0
7612,12793,0
7612,13123,0
7612,13167,0
7612,13169,0
7614,3639,0
7614,5020,0
7614,7608,0
7614,7614,0
7614,7767,0
7614,7789,0
7614,7800,0
7614,13123,0
7614,13169,0
7616,616,0
7616,2580,0
7616,7602,0
7616,7616,0
7616,10762,0
7616,12793,0
7618,616,0
7618,2580,0
7618,7602,0
7618,7616,0
7618,10763,0
7618,10764,0
7618,13305,0
7625,6160,0
7625,7586,0
7625,7625,0
7625,7640,0
7625,7642,0
7625,7747,0
7625,7800,0
7625,7803,0
7625,8334,0
7625,8382,0
7627,7627,0
7627,7631,0
7627,7636,0
7631,782,0
7631,7627,0
7631,7631,0
7631,7636,0
7631,7751,0
7631,7782,0
7631,13168,0
7634,5020,0
7634,7634,0
7634,7642,0
7634,7800,0
7634,7807,0
7634,8335,0
7634,8382,0
7636,6160,0
7636,7586,0
7636,7627,0
7636,7631,0
7636,7636,0
7636,7642,0
7636,13168,0
7640,5020,0
7640,7625,0
7640,7640,0
7640,7646,0
7640,7800,0
7640,7807,0
7640,8334,0
7640,8335,0
7640,8382,0
7642,6160,0
7642,7586,0
7642,7625,0
7642,7634,0
7642,7636,0
7642,7642,0
7642,7807,0
7646,5020,0
7646,7640,0
7646,7646,0
7646,8335,0
7646,8382,0
7646,8384,0
7654,1469,0
7654,1470,0
7655,1469,0
7655,1470,0
7656,4664,0
7656,4666,0
7656,4668,0
7678,1471,0
7678,1472,0
7679,1471,0
7679,1472,0
7683,1793,0
7683,1794,0
7684,1793,0
7684,1794,0
7690,2541,0
7690,2542,0
7691,2541,0
7691,2542,0
7692,2738,0
7692,2739,0
7693,2738,0
7693,2739,0
7704,4667,0
7704,4668,0
7706,4667,0
7706,4668,0
7714,5534,0
7714,5535,0
7716,5534,0
